feature,source
drug_morgan_1906,drug_chem_features.parquet
drug_morgan_1907,drug_chem_features.parquet
drug_morgan_1908,drug_chem_features.parquet
drug_morgan_1909,drug_chem_features.parquet
drug_morgan_1910,drug_chem_features.parquet
drug_morgan_1911,drug_chem_features.parquet
drug_morgan_1912,drug_chem_features.parquet
drug_morgan_1913,drug_chem_features.parquet
drug_morgan_1914,drug_chem_features.parquet
drug_morgan_1915,drug_chem_features.parquet
drug_morgan_1916,drug_chem_features.parquet
drug_morgan_1917,drug_chem_features.parquet
drug_morgan_1918,drug_chem_features.parquet
drug_morgan_1919,drug_chem_features.parquet
drug_morgan_1920,drug_chem_features.parquet
drug_morgan_1921,drug_chem_features.parquet
drug_morgan_1922,drug_chem_features.parquet
drug_morgan_1923,drug_chem_features.parquet
drug_morgan_1924,drug_chem_features.parquet
drug_morgan_1925,drug_chem_features.parquet
drug_morgan_1926,drug_chem_features.parquet
drug_morgan_1927,drug_chem_features.parquet
drug_morgan_1928,drug_chem_features.parquet
drug_morgan_1929,drug_chem_features.parquet
drug_morgan_1930,drug_chem_features.parquet
drug_morgan_1931,drug_chem_features.parquet
drug_morgan_1932,drug_chem_features.parquet
drug_morgan_1933,drug_chem_features.parquet
drug_morgan_1934,drug_chem_features.parquet
drug_morgan_1935,drug_chem_features.parquet
drug_morgan_1936,drug_chem_features.parquet
drug_morgan_1937,drug_chem_features.parquet
drug_morgan_1938,drug_chem_features.parquet
drug_morgan_1939,drug_chem_features.parquet
drug_morgan_1940,drug_chem_features.parquet
drug_morgan_1941,drug_chem_features.parquet
drug_morgan_1942,drug_chem_features.parquet
drug_morgan_1943,drug_chem_features.parquet
drug_morgan_1944,drug_chem_features.parquet
drug_morgan_1945,drug_chem_features.parquet
drug_morgan_1946,drug_chem_features.parquet
drug_morgan_1947,drug_chem_features.parquet
drug_morgan_1948,drug_chem_features.parquet
drug_morgan_1949,drug_chem_features.parquet
drug_morgan_1950,drug_chem_features.parquet
drug_morgan_1951,drug_chem_features.parquet
drug_morgan_1952,drug_chem_features.parquet
drug_morgan_1953,drug_chem_features.parquet
drug_morgan_1954,drug_chem_features.parquet
drug_morgan_1955,drug_chem_features.parquet
drug_morgan_1956,drug_chem_features.parquet
drug_morgan_1957,drug_chem_features.parquet
drug_morgan_1958,drug_chem_features.parquet
drug_morgan_1959,drug_chem_features.parquet
drug_morgan_1960,drug_chem_features.parquet
drug_morgan_1961,drug_chem_features.parquet
drug_morgan_1962,drug_chem_features.parquet
drug_morgan_1963,drug_chem_features.parquet
drug_morgan_1964,drug_chem_features.parquet
drug_morgan_1965,drug_chem_features.parquet
drug_morgan_1966,drug_chem_features.parquet
drug_morgan_1967,drug_chem_features.parquet
drug_morgan_1968,drug_chem_features.parquet
drug_morgan_1969,drug_chem_features.parquet
drug_morgan_1970,drug_chem_features.parquet
drug_morgan_1971,drug_chem_features.parquet
drug_morgan_1972,drug_chem_features.parquet
drug_morgan_1973,drug_chem_features.parquet
drug_morgan_1974,drug_chem_features.parquet
drug_morgan_1975,drug_chem_features.parquet
drug_morgan_1976,drug_chem_features.parquet
drug_morgan_1977,drug_chem_features.parquet
drug_morgan_1978,drug_chem_features.parquet
drug_morgan_1979,drug_chem_features.parquet
drug_morgan_1980,drug_chem_features.parquet
drug_morgan_1981,drug_chem_features.parquet
drug_morgan_1982,drug_chem_features.parquet
drug_morgan_1983,drug_chem_features.parquet
drug_morgan_1984,drug_chem_features.parquet
drug_morgan_1985,drug_chem_features.parquet
drug_morgan_1986,drug_chem_features.parquet
drug_morgan_1987,drug_chem_features.parquet
drug_morgan_1988,drug_chem_features.parquet
drug_morgan_1989,drug_chem_features.parquet
drug_morgan_1990,drug_chem_features.parquet
drug_morgan_1991,drug_chem_features.parquet
drug_morgan_1992,drug_chem_features.parquet
drug_morgan_1993,drug_chem_features.parquet
drug_morgan_1994,drug_chem_features.parquet
drug_morgan_1995,drug_chem_features.parquet
drug_morgan_1996,drug_chem_features.parquet
drug_morgan_1997,drug_chem_features.parquet
drug_morgan_1998,drug_chem_features.parquet
drug_morgan_1999,drug_chem_features.parquet
drug_morgan_2000,drug_chem_features.parquet
drug_morgan_2001,drug_chem_features.parquet
drug_morgan_2002,drug_chem_features.parquet
drug_morgan_2003,drug_chem_features.parquet
drug_morgan_2004,drug_chem_features.parquet
drug_morgan_2005,drug_chem_features.parquet
drug_morgan_2006,drug_chem_features.parquet
drug_morgan_2007,drug_chem_features.parquet
drug_morgan_2008,drug_chem_features.parquet
drug_morgan_2009,drug_chem_features.parquet
drug_morgan_2010,drug_chem_features.parquet
drug_morgan_2011,drug_chem_features.parquet
drug_morgan_2012,drug_chem_features.parquet
drug_morgan_2013,drug_chem_features.parquet
drug_morgan_2014,drug_chem_features.parquet
drug_morgan_2015,drug_chem_features.parquet
drug_morgan_2016,drug_chem_features.parquet
drug_morgan_2017,drug_chem_features.parquet
drug_morgan_2018,drug_chem_features.parquet
drug_morgan_2019,drug_chem_features.parquet
drug_morgan_2020,drug_chem_features.parquet
drug_morgan_2021,drug_chem_features.parquet
drug_morgan_2022,drug_chem_features.parquet
drug_morgan_2023,drug_chem_features.parquet
drug_morgan_2024,drug_chem_features.parquet
drug_morgan_2025,drug_chem_features.parquet
drug_morgan_2026,drug_chem_features.parquet
drug_morgan_2027,drug_chem_features.parquet
drug_morgan_2028,drug_chem_features.parquet
drug_morgan_2029,drug_chem_features.parquet
drug_morgan_2030,drug_chem_features.parquet
drug_morgan_2031,drug_chem_features.parquet
drug_morgan_2032,drug_chem_features.parquet
drug_morgan_2033,drug_chem_features.parquet
drug_morgan_2034,drug_chem_features.parquet
drug_morgan_2035,drug_chem_features.parquet
drug_morgan_2036,drug_chem_features.parquet
drug_morgan_2037,drug_chem_features.parquet
drug_morgan_2038,drug_chem_features.parquet
drug_morgan_2039,drug_chem_features.parquet
drug_morgan_2040,drug_chem_features.parquet
drug_morgan_2041,drug_chem_features.parquet
drug_morgan_2042,drug_chem_features.parquet
drug_morgan_2043,drug_chem_features.parquet
drug_morgan_2044,drug_chem_features.parquet
drug_morgan_2045,drug_chem_features.parquet
drug_morgan_2046,drug_chem_features.parquet
drug_morgan_2047,drug_chem_features.parquet
drug_desc_mol_wt,drug_chem_features.parquet
drug_desc_logp,drug_chem_features.parquet
drug_desc_tpsa,drug_chem_features.parquet
drug_desc_hbd,drug_chem_features.parquet
drug_desc_hba,drug_chem_features.parquet
drug_desc_rot_bonds,drug_chem_features.parquet
drug_desc_ring_count,drug_chem_features.parquet
drug_desc_heavy_atoms,drug_chem_features.parquet
drug_desc_frac_csp3,drug_chem_features.parquet
